"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","Fence","SalePrice"
60,"RL",28698,"IR2","Low","ClearCr","1Fam","2Story",5,5,1967,1967,"Plywood","Plywood",0,"TA","PConc","TA","Gd","LwQ",249,"ALQ",0,1013,"TA","Y",1160,966,2126,0,2,1,3,1,"TA",7,"Min2",0,"TA","Attchd",1967,"Fin",2,538,"TA","TA","Y",486,0,"GdWo",185000
160,"FV",2544,"Reg","Lvl","Somerst","Twnhs","2Story",7,5,2005,2005,"MetalSd","MetalSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",600,600,"Ex","Y",520,623,1223,0,2,1,2,1,"Gd",4,"Typ",0,"TA","Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,"MnPrv",147400
20,"RL",11900,"IR1","Lvl","NAmes","1Fam","1Story",6,5,1957,1957,"HdBoard","HdBoard",387,"TA","CBlock","TA","TA","Rec",1040,"Unf",352,1392,"TA","Y",1392,0,1392,1,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"RFn",2,458,"TA","TA","Y",0,0,"MnPrv",166000
160,"FV",3180,"Reg","Lvl","Somerst","TwnhsE","2Story",7,5,2005,2005,"MetalSd","MetalSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",600,600,"Ex","Y",520,600,1200,0,2,1,2,1,"Gd",4,"Typ",0,"TA","Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,"GdPrv",151000
60,"RL",9548,"IR1","Lvl","CollgCr","1Fam","2Story",7,6,2003,2003,"VinylSd","VinylSd",223,"Gd","PConc","Gd","TA","GLQ",483,"Unf",458,941,"Ex","Y",941,888,1829,1,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2003,"RFn",2,613,"TA","TA","Y",192,39,"MnPrv",237000
20,"RL",10004,"Reg","Lvl","NAmes","1Fam","1Story",6,6,1964,1964,"HdBoard","Plywood",180,"TA","CBlock","TA","TA","Rec",196,"BLQ",975,1516,"TA","Y",1516,0,1516,0,1,1,3,1,"TA",6,"Typ",0,"Gd","Attchd",1964,"RFn",2,472,"TA","TA","Y",0,0,"MnPrv",167000
20,"RL",7875,"Reg","Lvl","NAmes","1Fam","1Story",5,6,1961,1961,"VinylSd","VinylSd",136,"TA","CBlock","TA","TA","Rec",572,"Unf",572,1144,"Gd","Y",1144,0,1144,1,1,0,3,1,"TA",6,"Typ",0,"Fa","Attchd",1961,"Unf",2,456,"TA","TA","Y",0,0,"GdWo",139950
20,"RL",9600,"Reg","Lvl","Sawyer","1Fam","1Story",4,7,1950,1995,"VinylSd","HdBoard",0,"TA","CBlock","Gd","TA","BLQ",442,"Unf",625,1067,"TA","Y",1067,0,1067,0,2,0,2,1,"Gd",4,"Min2",0,"TA","Attchd",1996,"Unf",2,436,"TA","TA","Y",290,0,"MnPrv",128000
30,"RM",8100,"Reg","Lvl","OldTown","1Fam","1Story",5,6,1948,1973,"VinylSd","VinylSd",0,"TA","BrkTil","TA","TA","Rec",338,"Unf",1221,1559,"Gd","Y",1559,0,1559,1,1,0,2,1,"TA",5,"Min2",0,"Fa","Detchd",1948,"Unf",2,812,"TA","TA","Y",0,116,"GdWo",153500
160,"RM",1680,"Reg","Lvl","BrDale","Twnhs","2Story",6,5,1973,1973,"HdBoard","HdBoard",158,"TA","CBlock","TA","TA","BLQ",330,"Unf",153,483,"TA","Y",483,504,987,1,1,1,2,1,"TA",5,"Typ",0,"TA","Detchd",1973,"Unf",1,264,"TA","TA","Y",0,0,"MnPrv",100000
20,"RL",9525,"Reg","Lvl","CollgCr","1Fam","1Story",5,6,1995,2006,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",1099,1099,"Ex","Y",1099,0,1099,0,1,1,3,1,"Gd",6,"Typ",0,"TA","Attchd",1999,"Unf",1,352,"TA","TA","Y",278,0,"MnPrv",144000
50,"RL",11767,"Reg","Lvl","Edwards","1Fam","1.5Fin",5,6,1946,1995,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","BLQ",352,"Unf",416,768,"Ex","Y",768,432,1200,0,1,0,3,1,"TA",6,"Typ",0,"TA","Detchd",1946,"Unf",1,240,"TA","TA","Y",0,0,"GdWo",130500
70,"RH",12155,"IR1","Lvl","SWISU","1Fam","2Story",6,8,1925,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","BLQ",156,"Unf",516,672,"TA","N",810,672,1482,0,2,0,4,1,"Fa",7,"Typ",0,"Gd","Detchd",1934,"Unf",1,400,"TA","TA","P",0,0,"GdWo",140000
70,"RM",10440,"Reg","Lvl","OldTown","1Fam","2Story",5,8,1904,2002,"MetalSd","MetalSd",0,"TA","PConc","TA","TA","Unf",0,"Unf",650,650,"Gd","Y",958,581,1539,0,2,0,3,1,"Gd",8,"Typ",1,"Po","Detchd",1983,"Unf",2,686,"Gd","TA","P",70,78,"MnPrv",157500
80,"RL",9020,"Reg","Lvl","NAmes","1Fam","SLvl",6,7,1966,1966,"HdBoard","HdBoard",183,"TA","CBlock","TA","TA","Rec",312,"ALQ",276,1127,"TA","Y",1165,0,1165,1,1,1,3,1,"TA",6,"Typ",0,"Gd","Attchd",1966,"RFn",2,490,"Gd","Gd","Y",0,129,"GdPrv",174900
90,"RL",8000,"Reg","Lvl","NAmes","Duplex","1Story",5,4,1961,1961,"BrkFace","BrkFace",0,"TA","CBlock","TA","TA","Unf",0,"Unf",1800,1800,"Ex","N",1800,0,1800,0,2,0,6,2,"TA",10,"Typ",0,"Gd","Detchd",1990,"Unf",0,0,"TA","TA","Y",0,0,"MnPrv",141000
50,"RM",12665,"IR1","Lvl","OldTown","1Fam","1.5Fin",5,8,1915,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",876,876,"Gd","Y",876,540,1416,0,1,1,4,1,"TA",7,"Typ",1,"Gd","Detchd",1949,"Unf",3,720,"TA","TA","Y",418,0,"MnPrv",153900
85,"RL",16647,"IR1","Lvl","Sawyer","1Fam","SFoyer",5,5,1975,1981,"HdBoard","HdBoard",0,"TA","CBlock","Gd","TA","ALQ",1390,"Unf",0,1390,"TA","Y",1701,0,1701,1,2,0,3,1,"TA",6,"Min2",2,"TA","Basment",1975,"Fin",2,611,"TA","TA","Y",0,0,"MnPrv",171000
60,"RL",9317,"Reg","Lvl","SawyerW","1Fam","2Story",7,5,1993,1993,"HdBoard","HdBoard",137,"Gd","PConc","Gd","TA","ALQ",513,"Unf",227,740,"Ex","Y",1006,769,1775,1,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1993,"Unf",2,425,"TA","TA","Y",234,72,"MnPrv",213000
20,"RL",15523,"IR1","Lvl","CollgCr","1Fam","1Story",5,6,1972,1972,"HdBoard","Plywood",0,"TA","CBlock","TA","TA","BLQ",460,"Unf",404,864,"Ex","Y",864,0,864,1,1,0,3,1,"TA",5,"Typ",1,"Fa","Attchd",1972,"Unf",1,338,"TA","TA","Y",0,0,"MnPrv",133500
50,"RL",45600,"IR2","Bnk","ClearCr","1Fam","1.5Fin",6,8,1908,1997,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",907,907,"TA","Y",1307,1051,2358,0,3,0,5,1,"TA",10,"Typ",1,"Gd","Detchd",1908,"Unf",2,360,"Fa","TA","Y",486,40,"MnPrv",240000
80,"RL",9600,"Reg","Lvl","Veenker","1Fam","SLvl",6,7,1976,1994,"Plywood","Plywood",360,"Gd","CBlock","TA","TA","Unf",0,"Unf",528,528,"Ex","Y",1094,761,1855,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1976,"RFn",2,512,"TA","TA","Y",113,100,"MnPrv",187000
120,"RM",4435,"Reg","Lvl","CollgCr","TwnhsE","1Story",6,5,2003,2003,"VinylSd","VinylSd",170,"Gd","PConc","Gd","TA","GLQ",659,"Unf",189,848,"Ex","Y",848,0,848,1,1,0,1,1,"Gd",3,"Typ",0,"Gd","Attchd",2003,"Fin",2,420,"TA","TA","Y",140,0,"MnPrv",131500
120,"RL",3196,"Reg","Lvl","Blmngtn","TwnhsE","1Story",8,5,2003,2003,"VinylSd","VinylSd",40,"Gd","PConc","Gd","TA","Unf",0,"Unf",1273,1273,"Ex","Y",1456,0,1456,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2003,"Fin",2,400,"TA","TA","Y",143,20,"MnPrv",215000
75,"RL",7128,"Reg","Lvl","Crawfor","1Fam","2.5Unf",7,5,1941,1950,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",364,"Unf",554,918,"Gd","Y",918,728,1646,0,2,0,4,1,"TA",7,"Typ",2,"Gd","Detchd",1941,"Unf",1,240,"TA","TA","Y",0,0,"MnPrv",164000
80,"RL",12095,"IR1","Lvl","NAmes","1Fam","SLvl",6,6,1964,1964,"MetalSd","HdBoard",115,"TA","CBlock","TA","TA","Rec",564,"Unf",563,1127,"TA","Y",1445,0,1445,0,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd",1964,"RFn",2,645,"TA","TA","Y",180,0,"MnPrv",158000
20,"RL",17920,"Reg","Lvl","Sawyer","1Fam","1Story",5,4,1955,1974,"Wd Sdng","Plywood",0,"TA","CBlock","TA","TA","ALQ",306,"Rec",372,1763,"TA","Y",1779,0,1779,1,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1955,"Unf",2,454,"TA","TA","Y",0,418,"MnPrv",170000
20,"RL",6897,"IR1","Lvl","Sawyer","1Fam","1Story",5,8,1962,2010,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","ALQ",659,"Unf",381,1040,"Ex","Y",1040,0,1040,1,1,1,3,1,"TA",6,"Typ",0,"Gd","Detchd",1962,"Unf",1,260,"TA","TA","Y",0,104,"MnPrv",127000
80,"RL",10970,"IR1","Low","CollgCr","1Fam","SLvl",6,6,1978,1978,"Plywood","HdBoard",0,"TA","CBlock","Gd","Gd","GLQ",505,"LwQ",0,940,"TA","Y",1026,0,1026,1,1,0,3,1,"TA",5,"Typ",0,"TA","Detchd",1981,"Unf",2,576,"TA","Fa","Y",0,0,"MnPrv",147000
60,"RL",8125,"Reg","Lvl","Gilbert","1Fam","2Story",6,5,1994,1995,"HdBoard","HdBoard",0,"TA","PConc","Gd","TA","Unf",0,"Unf",702,702,"Gd","Y",702,779,1481,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1994,"Fin",2,343,"TA","TA","Y",0,36,"MnPrv",174000
20,"RL",10400,"Reg","Lvl","NWAmes","1Fam","1Story",7,5,1976,1976,"HdBoard","HdBoard",189,"TA","CBlock","Gd","TA","Unf",0,"Unf",1090,1090,"TA","Y",1370,0,1370,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"RFn",2,479,"TA","TA","Y",0,0,"MnPrv",152000
60,"RL",11029,"IR1","Lvl","NWAmes","1Fam","2Story",6,7,1968,1984,"HdBoard","HdBoard",220,"TA","CBlock","TA","TA","BLQ",619,"Unf",435,1054,"TA","Y",1512,1142,2654,1,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1968,"Unf",2,619,"TA","TA","Y",0,65,"GdPrv",250000
50,"RL",7642,"Reg","Lvl","Crawfor","1Fam","1.5Fin",7,8,1918,1998,"Wd Sdng","Wd Sdng",0,"Gd","BrkTil","TA","TA","Unf",0,"Unf",912,912,"Gd","Y",912,514,1426,0,1,1,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1925,"Unf",1,216,"TA","TA","Y",0,240,"GdPrv",189950
190,"RL",11625,"Reg","Lvl","Sawyer","2fmCon","1Story",5,4,1965,1965,"Plywood","HdBoard",0,"TA","PConc","TA","TA","BLQ",841,"Unf",198,1039,"Ex","Y",1039,0,1039,1,1,1,3,1,"TA",6,"Typ",0,"Gd","Attchd",1965,"Unf",2,504,"TA","TA","Y",0,0,"GdWo",131500
20,"RL",9672,"Reg","Lvl","SawyerW","1Fam","1Story",6,5,1984,1985,"HdBoard","Plywood",0,"TA","PConc","Gd","TA","GLQ",338,"Unf",702,1040,"TA","Y",1097,0,1097,0,2,0,3,1,"TA",6,"Typ",0,"TA","Attchd",1986,"Unf",2,480,"TA","TA","Y",0,0,"GdPrv",152000
20,"RL",7931,"Reg","Lvl","NAmes","1Fam","1Story",5,5,1959,1959,"BrkFace","Plywood",0,"TA","CBlock","TA","TA","BLQ",1148,"Unf",0,1148,"TA","Y",1148,0,1148,1,1,0,3,1,"TA",6,"Typ",0,"TA","Attchd",1959,"Unf",1,672,"TA","TA","Y",0,0,"GdPrv",132500
20,"FV",8640,"Reg","Lvl","Somerst","1Fam","1Story",7,5,2007,2008,"VinylSd","VinylSd",0,"Gd","PConc","Ex","TA","Unf",0,"Unf",1372,1372,"Ex","Y",1372,0,1372,0,2,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",2008,"Fin",2,529,"TA","TA","Y",0,140,"MnPrv",250580
20,"RL",8750,"IR1","Lvl","NAmes","1Fam","1Story",5,6,1970,1970,"MetalSd","MetalSd",76,"TA","CBlock","TA","TA","BLQ",828,"Unf",174,1002,"TA","Y",1002,0,1002,1,1,0,3,1,"TA",5,"Typ",0,"Gd","Detchd",1973,"Unf",2,902,"TA","TA","Y",0,0,"MnPrv",148500
20,"RL",10656,"IR1","HLS","Timber","1Fam","1Story",8,5,2006,2007,"VinylSd","VinylSd",274,"Gd","PConc","Gd","TA","Unf",0,"Unf",1638,1638,"Ex","Y",1646,0,1646,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,870,"TA","TA","Y",192,80,"GdPrv",248900
20,"RL",6970,"Reg","Lvl","Sawyer","1Fam","1Story",4,5,1961,1961,"VinylSd","VinylSd",0,"TA","CBlock","TA","TA","ALQ",932,"Unf",108,1040,"TA","Y",1120,0,1120,1,1,1,3,1,"Fa",5,"Typ",0,"TA","Attchd",1961,"RFn",2,544,"TA","TA","Y",168,0,"MnPrv",129000
60,"RL",14762,"IR2","Lvl","Gilbert","1Fam","2Story",5,6,1948,1950,"Plywood","Plywood",0,"TA","Slab","TA","TA","Unf",0,"Unf",0,0,"Gd","Y",1547,720,2320,0,2,0,2,1,"TA",7,"Typ",1,"TA","Attchd",1979,"Unf",2,672,"TA","TA","P",120,144,"MnPrv",169000
60,"RL",9938,"Reg","Lvl","SawyerW","1Fam","2Story",7,5,1993,1994,"MetalSd","MetalSd",246,"Gd","PConc","Gd","TA","GLQ",750,"Unf",300,1050,"Ex","Y",1062,887,1949,1,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1993,"Fin",2,574,"TA","TA","Y",156,90,"GdPrv",236000
20,"RL",6600,"Reg","Lvl","NAmes","1Fam","1Story",5,5,1962,1962,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Unf",0,"Unf",894,894,"Gd","N",894,0,894,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1962,"Unf",1,308,"TA","TA","Y",0,0,"MnPrv",109500
60,"RL",8750,"Reg","Lvl","CollgCr","1Fam","2Story",6,5,1998,1998,"VinylSd","VinylSd",116,"TA","PConc","Gd","TA","GLQ",505,"Unf",299,804,"Ex","Y",804,878,1682,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",1998,"RFn",2,523,"TA","TA","Y",0,77,"MnPrv",200500
20,"RL",8892,"Reg","Lvl","NAmes","1Fam","1Story",5,7,1953,1996,"WdShing","Wd Shng",0,"Gd","Stone","TA","TA","Unf",0,"Unf",105,105,"Gd","Y",910,0,910,0,1,0,3,1,"Gd",5,"Typ",0,"Gd","Attchd",1953,"Unf",2,414,"TA","TA","Y",196,0,"GdWo",116000
40,"RL",12144,"Reg","Lvl","NAmes","1Fam","1Story",5,7,1949,1950,"HdBoard","HdBoard",0,"Gd","CBlock","TA","TA","Rec",375,"Unf",457,832,"Gd","Y",1036,0,1268,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1949,"Unf",1,288,"TA","TA","Y",0,28,"MnPrv",133000
50,"RM",5720,"Reg","Lvl","OldTown","1Fam","1.5Fin",5,6,1941,1950,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","TA","Unf",0,"Unf",676,676,"Ex","Y",676,455,1131,0,1,1,3,1,"TA",5,"Typ",0,"Fa","Detchd",1941,"Unf",1,200,"TA","TA","Y",26,0,"GdWo",66500
60,"FV",9000,"Reg","Lvl","Somerst","1Fam","2Story",8,5,2007,2007,"CemntBd","CmentBd",0,"Gd","PConc","Gd","TA","GLQ",64,"Unf",1120,1184,"Ex","Y",1184,1426,2610,0,2,1,4,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2007,"Fin",2,550,"TA","TA","Y",208,364,"MnPrv",303477
20,"RL",25286,"Reg","HLS","Mitchel","1Fam","1Story",4,5,1963,1963,"HdBoard","Plywood",0,"TA","PConc","TA","TA","ALQ",633,"Unf",431,1064,"Gd","Y",1040,0,1040,1,1,0,3,1,"TA",5,"Typ",0,"TA","Attchd",1963,"Unf",2,648,"TA","TA","Y",0,0,"GdPrv",132250
60,"RL",8834,"Reg","Lvl","NridgHt","1Fam","2Story",9,5,2004,2005,"VinylSd","VinylSd",216,"Gd","PConc","Ex","TA","GLQ",1170,"Unf",292,1462,"Ex","Y",1462,762,2224,1,2,1,4,1,"Ex",10,"Typ",1,"Gd","Attchd",2004,"Fin",3,738,"TA","TA","Y",184,0,"MnPrv",350000
85,"RL",11782,"IR1","Lvl","Sawyer","1Fam","SFoyer",5,7,1961,1995,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","ALQ",899,"Unf",210,1109,"TA","Y",1155,0,1155,1,1,0,3,1,"Gd",6,"Min2",0,"TA","Detchd",1987,"Unf",2,576,"TA","TA","Y",192,0,"MnPrv",148000
20,"RL",7000,"IR1","Lvl","CollgCr","1Fam","1Story",5,8,1978,2005,"VinylSd","VinylSd",90,"Gd","CBlock","TA","TA","ALQ",646,"Unf",218,864,"Ex","Y",864,0,864,1,1,0,3,1,"TA",6,"Typ",0,"TA","Attchd",1978,"Unf",1,336,"TA","TA","Y",0,0,"GdWo",136500
20,"RL",7024,"Reg","Lvl","Edwards","1Fam","1Story",5,5,2005,2006,"VinylSd","VinylSd",0,"TA","PConc","Ex","Gd","ALQ",980,"Unf",110,1090,"Gd","Y",1090,0,1090,1,1,1,2,1,"TA",5,"Typ",0,"Gd","Attchd",2005,"Fin",2,450,"TA","TA","Y",0,49,"MnPrv",157000
50,"RL",13758,"IR1","Lvl","Timber","1Fam","1.5Fin",7,5,1990,1991,"HdBoard","HdBoard",117,"Gd","CBlock","Gd","TA","LwQ",902,"Unf",254,1156,"Ex","Y",1187,530,1717,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",2,400,"TA","TA","Y",168,36,"MnPrv",187500
60,"RL",9636,"IR1","Lvl","Gilbert","1Fam","2Story",6,5,1992,1993,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",808,808,"Gd","Y",808,785,1593,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1993,"RFn",2,389,"TA","TA","Y",342,40,"MnPrv",178000
75,"RL",6204,"Reg","Bnk","SWISU","1Fam","2.5Fin",4,5,1912,1950,"Wd Sdng","Wd Sdng",0,"Gd","PConc","TA","Fa","Unf",0,"Unf",795,795,"TA","N",954,795,2230,1,1,0,5,1,"TA",10,"Typ",0,"Gd","Detchd",1997,"Unf",1,440,"TA","Gd","Y",0,188,"MnPrv",118500
20,"RL",7150,"Reg","Lvl","NAmes","1Fam","1Story",5,5,1967,1967,"HdBoard","HdBoard",60,"TA","CBlock","TA","TA","BLQ",432,"Unf",460,892,"TA","Y",892,0,892,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Attchd",1967,"RFn",1,288,"TA","TA","Y",0,0,"GdWo",100000
120,"FV",5119,"IR1","Lvl","Somerst","TwnhsE","1Story",9,5,1999,2000,"MetalSd","MetalSd",60,"Gd","PConc","Ex","TA","GLQ",1238,"Unf",460,1698,"Ex","Y",1709,0,1709,1,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1999,"Fin",2,506,"TA","TA","Y",97,65,"GdPrv",328900
90,"RL",8393,"Reg","Lvl","NAmes","Duplex","1Story",5,5,1959,2005,"MetalSd","MetalSd",122,"TA","CBlock","TA","TA","LwQ",528,"Unf",1098,1626,"Ex","Y",1712,0,1712,0,2,0,4,2,"TA",8,"Typ",0,"TA","Attchd",2005,"Fin",2,588,"TA","TA","Y",272,54,"GdWo",145000
50,"RL",16466,"IR1","Lvl","Edwards","1Fam","1.5Fin",5,7,1955,1955,"MetalSd","MetalSd",0,"TA","PConc","TA","TA","Unf",0,"Unf",816,816,"TA","Y",872,521,1393,0,1,1,3,1,"TA",8,"Typ",0,"Gd","Attchd",1955,"Unf",1,300,"TA","TA","Y",121,0,"MnPrv",135500
20,"RL",15865,"IR1","Lvl","NAmes","1Fam","1Story",8,6,1970,1970,"Wd Sdng","Wd Sdng",0,"Gd","PConc","TA","Gd","ALQ",351,"Rec",1043,2217,"Ex","Y",2217,0,2217,1,2,0,4,1,"Gd",8,"Typ",1,"TA","Attchd",1970,"Unf",2,621,"TA","TA","Y",81,207,"GdPrv",268000
20,"RL",12160,"Reg","Lvl","NAmes","1Fam","1Story",6,4,1953,1953,"Wd Sdng","Wd Sdng",90,"TA","CBlock","TA","TA","BLQ",1024,"Unf",481,1505,"Ex","Y",1505,0,1505,1,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1953,"RFn",2,505,"TA","TA","Y",0,0,"MnPrv",149500
50,"RL",8064,"Reg","Lvl","NAmes","1Fam","1.5Fin",5,7,1949,2006,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Unf",0,"Unf",672,672,"Ex","Y",672,252,924,0,1,0,3,1,"TA",6,"Typ",1,"Po","Detchd",2003,"Unf",2,576,"TA","TA","Y",0,0,"MnPrv",122900
60,"RL",11184,"Reg","Lvl","Sawyer","1Fam","2Story",6,5,1978,1978,"HdBoard","HdBoard",92,"TA","CBlock","TA","TA","LwQ",226,"Rec",192,918,"Gd","Y",918,765,1683,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"RFn",2,440,"TA","TA","Y",243,0,"MnPrv",172500
20,"RL",8414,"Reg","Lvl","Sawyer","1Fam","1Story",6,8,1963,2003,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","GLQ",663,"Unf",396,1059,"TA","Y",1068,0,1068,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Attchd",1963,"RFn",1,264,"TA","TA","Y",192,0,"MnPrv",154500
20,"RL",13284,"Reg","Lvl","Sawyer","1Fam","1Story",5,5,1954,1954,"Wd Sdng","Plywood",0,"TA","PConc","Gd","TA","BLQ",1064,"Unf",319,1383,"TA","Y",1383,0,1383,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1954,"Unf",1,354,"TA","TA","Y",511,116,"GdPrv",165000
90,"RL",7018,"Reg","Bnk","SawyerW","Duplex","1Story",5,5,1979,1979,"Plywood","Plywood",0,"TA","Slab","TA","TA","Unf",0,"Unf",0,0,"TA","Y",1535,0,1535,0,2,0,4,2,"TA",8,"Typ",0,"TA","Attchd",1979,"Unf",2,400,"TA","TA","Y",0,0,"MnPrv",118858
60,"RL",7056,"Reg","Lvl","NAmes","1Fam","2Story",6,5,1963,1963,"HdBoard","HdBoard",415,"TA","CBlock","TA","TA","BLQ",400,"Unf",380,780,"TA","Y",983,813,1796,1,1,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1963,"RFn",2,483,"TA","TA","Y",0,50,"MnPrv",140000
30,"RM",8765,"Reg","Lvl","IDOTRR","1Fam","1Story",4,6,1936,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","ALQ",285,"Unf",666,951,"Ex","N",951,0,951,0,1,0,2,1,"TA",6,"Typ",0,"Gd","Detchd",1936,"Unf",1,327,"TA","TA","Y",0,28,"MnPrv",106500
90,"RL",7018,"Reg","Lvl","SawyerW","Duplex","2Story",5,5,1979,1979,"Plywood","Plywood",0,"TA","Slab","Gd","TA","Unf",0,"Unf",0,0,"TA","Y",1120,1120,2240,0,2,0,6,2,"TA",12,"Typ",0,"TA","Detchd",1979,"Unf",2,528,"TA","TA","Y",154,0,"MnPrv",142953
20,"RL",6993,"Reg","Lvl","Sawyer","1Fam","1Story",5,7,1961,1994,"HdBoard","Plywood",0,"TA","CBlock","TA","TA","BLQ",465,"Unf",447,912,"TA","Y",1236,0,1236,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1961,"Unf",1,288,"TA","TA","Y",0,0,"MnPrv",135000
20,"RL",7340,"IR1","Lvl","NAmes","1Fam","1Story",4,6,1971,1971,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","ALQ",322,"Unf",536,858,"TA","Y",858,0,858,0,1,0,2,1,"TA",4,"Typ",0,"TA","Detchd",1979,"Unf",1,684,"TA","TA","Y",0,0,"MnPrv",110000
20,"RL",8712,"IR1","Lvl","NAmes","1Fam","1Story",5,7,1957,2000,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","BLQ",860,"Unf",132,992,"TA","Y",1306,0,1306,1,1,0,2,1,"TA",5,"Typ",0,"TA","Detchd",1968,"Unf",1,756,"TA","TA","Y",0,0,"MnPrv",153000
60,"RL",7875,"Reg","Lvl","Gilbert","1Fam","2Story",7,5,2003,2003,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",783,783,"Ex","Y",807,702,1509,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2003,"Fin",2,393,"TA","TA","Y",0,75,"MnPrv",180000
20,"RL",14859,"IR1","HLS","Gilbert","1Fam","1Story",7,5,2006,2006,"VinylSd","VinylSd",27,"Gd","PConc","Gd","TA","Unf",0,"Unf",1670,1670,"Ex","Y",1670,0,1670,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,690,"TA","TA","Y",144,60,"GdPrv",240000
20,"RL",6173,"IR1","Lvl","Sawyer","1Fam","1Story",5,6,1967,1967,"HdBoard","Wd Sdng",75,"TA","CBlock","TA","TA","GLQ",599,"Unf",277,876,"TA","Y",902,0,902,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Attchd",1967,"Unf",1,288,"TA","TA","Y",0,0,"MnPrv",125500
20,"RL",9920,"Reg","Lvl","NAmes","1Fam","1Story",5,5,1954,1954,"HdBoard","HdBoard",110,"TA","CBlock","TA","TA","Rec",354,"LwQ",412,1056,"TA","Y",1063,0,1063,1,1,0,3,1,"TA",6,"Typ",0,"Gd","Attchd",1954,"RFn",1,280,"TA","TA","Y",0,0,"MnPrv",128000
